"","X","...1","Kingdom","Phylum","Class","Order","Family","GENUS","Species","primary_lifestyle","Secondary_lifestyle","Decay_type_template","Specific_hosts","Fruitbody_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template"
"6515","sp12577",12577,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","sclerotigenum","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,NA,NA,NA
"6516","sp12579",12579,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","pinkertoniae","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,NA,NA,NA
"6517","sp12580",12580,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Acericola","italica","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6518","sp12581",12581,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Melanocarpus","albomyces","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6519","sp12583",12583,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales_fam_Incertae_sedis","Microcyclospora","tardicrescens","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6520","sp12584",12584,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea",NA,"root_endophyte","soil_saprotroph",NA,NA,"other",NA,NA
"6521","sp12587",12587,"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium",NA,"wood_saprotroph","litter_saprotroph",NA,NA,"none",NA,NA
"6522","sp12591",12591,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Hormonema","viticola","unspecified_saprotroph","animal_decomposer","other",NA,"other",NA,NA
"6523","sp12592",12592,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phaeophlebiopsis","peniophoroides","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6524","sp12593",12593,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","nigrescens","wood_saprotroph",NA,"soft_rot",NA,"none",NA,NA
"6525","sp12594",12594,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis",NA,"plant_pathogen",NA,NA,NA,NA,NA,NA
"6526","sp12598",12598,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","pinguis","litter_saprotroph","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6527","sp12600",12600,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","pannucioides","soil_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6528","sp12601",12601,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","caricicola","litter_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6529","sp12602",12602,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"6530","sp12604",12604,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pholiota","lenta","wood_saprotroph","litter_saprotroph","white_rot",NA,"agaricoid",NA,NA
"6531","sp12611",12611,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","vinosa","ectomycorrhizal",NA,NA,NA,"agaricoid","contact","/russula-lactarius"
"6532","sp12612",12612,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","nepalensis","nectar/tap_saprotroph",NA,NA,NA,"none",NA,NA
"6533","sp12614",12614,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","colostri","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6534","sp12615",12615,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"6535","sp12617",12617,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron",NA,"soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"6536","sp12620",12620,"Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","restricta","soil_saprotroph","root-associated",NA,NA,"none",NA,NA
"6537","sp12621",12621,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","pseudensiforme","plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"6538","sp12624",12624,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Kernia","anthracina","dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"6539","sp12629",12629,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium",NA,"soil_saprotroph",NA,NA,NA,"none",NA,NA
"6540","sp12632",12632,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Pluteus","anatolicus","litter_saprotroph",NA,"white_rot",NA,"agaricoid",NA,NA
"6541","sp12636",12636,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6542","sp12639",12639,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,"sooty_mold","litter_saprotroph",NA,NA,NA,NA,NA
"6543","sp12641",12641,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","strictum","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"6544","sp12642",12642,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria","longipes","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"6545","sp12644",12644,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA,"unspecified_saprotroph","foliar_endophyte",NA,NA,"none",NA,NA
"6546","sp12645",12645,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA,"animal_parasite","animal_decomposer",NA,NA,NA,NA,NA
"6547","sp12648",12648,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"6548","sp12650",12650,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","fraserae","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6549","sp12651",12651,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","toxica","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6550","sp12652",12652,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","polymorpha","unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"6551","sp12653",12653,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"6552","sp12656",12656,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA,"wood_saprotroph",NA,NA,NA,"tremelloid",NA,NA
"6553","sp12658",12658,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Testudinaceae","Lepidosphaeria",NA,"litter_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6554","sp12659",12659,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"6555","sp12661",12661,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","soil_saprotroph",NA,NA,NA,"none",NA,NA
"6556","sp12664",12664,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","haroldporteri","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6557","sp12666",12666,"Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","arrhizus","soil_saprotroph","plant_pathogen","mold",NA,"none",NA,NA
"6558","sp12667",12667,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","nisikadoi","plant_pathogen","wood_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6559","sp12668",12668,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",NA,"soil_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6560","sp12670",12670,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora",NA,"epiphyte","litter_saprotroph",NA,NA,"none",NA,NA
"6561","sp12672",12672,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","aeria","soil_saprotroph","epiphyte",NA,NA,"none",NA,NA
"6562","sp12673",12673,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Protomycetaceae","Saitoella","complicata","soil_saprotroph",NA,NA,NA,NA,NA,NA
"6563","sp12675",12675,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","xenobiotica","animal_parasite","litter_saprotroph",NA,NA,NA,NA,NA
"6564","sp12676",12676,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","hungarica","litter_saprotroph",NA,NA,NA,NA,NA,NA
"6565","sp12683",12683,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Infundichalara","microchona","litter_saprotroph",NA,NA,"Pinus",NA,NA,NA
"6566","sp12684",12684,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6567","sp12686",12686,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Peniophorella","praetermissa","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6568","sp12689",12689,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","tephrensis","soil_saprotroph",NA,NA,NA,NA,NA,NA
"6569","sp12691",12691,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6570","sp12692",12692,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Ascotricha",NA,"soil_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6571","sp12693",12693,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"6572","sp12694",12694,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","cereale","soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"6573","sp12695",12695,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA,"unspecified_saprotroph","foliar_endophyte",NA,NA,"none",NA,NA
"6574","sp12697",12697,"Fungi","Ascomycota","Sordariomycetes","Delonicicolales","Delonicicolaceae","Furfurella",NA,"wood_saprotroph",NA,NA,NA,NA,NA,NA
"6575","sp12699",12699,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","pleiospora","dung_saprotroph","foliar_endophyte",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6576","sp12701",12701,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia",NA,"unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6577","sp12703",12703,"Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Harpochytriaceae","Harpochytrium",NA,"litter_saprotroph","algal_decomposer",NA,NA,"zoosporangium",NA,NA
"6578","sp12706",12706,"Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber",NA,"soil_saprotroph",NA,NA,NA,NA,NA,NA
"6579","sp12708",12708,"Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Harpochytriaceae","Harpochytrium",NA,"litter_saprotroph","algal_decomposer",NA,NA,"zoosporangium",NA,NA
"6580","sp12711",12711,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","borealis","litter_saprotroph","plant_pathogen","white_rot",NA,"agaricoid",NA,NA
"6581","sp12712",12712,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","cecidicola","unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"6582","sp12713",12713,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","heimaeyensis","soil_saprotroph",NA,NA,NA,NA,NA,NA
"6583","sp12714",12714,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","kiliense","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"6584","sp12715",12715,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","circinatum","wood_saprotroph","litter_saprotroph","soft_rot",NA,NA,NA,NA
"6585","sp12717",12717,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Arachniotus","hebridensis","soil_saprotroph",NA,NA,NA,NA,NA,NA
"6586","sp12721",12721,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia",NA,"soil_saprotroph","rock-inhabiting",NA,NA,NA,NA,NA
"6587","sp12723",12723,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","flexuosum","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,"none",NA,NA
"6588","sp12726",12726,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys",NA,"animal_parasite","wood_saprotroph",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6589","sp12727",12727,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","microascosporum","soil_saprotroph",NA,NA,NA,"none",NA,NA
"6590","sp12730",12730,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeodothis",NA,"wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6591","sp12731",12731,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","yunnanense","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6592","sp12732",12732,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6593","sp12734",12734,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Scoliciosporaceae","Scoliciosporum","umbrinum","lichenized",NA,NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6594","sp12735",12735,"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Dothideomycetes_fam_Incertae_sedis","Pseudoarthrographis",NA,"plant_pathogen",NA,NA,NA,NA,NA,NA
"6595","sp12736",12736,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","alnea","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6596","sp12737",12737,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"6597","sp12738",12738,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","eboreum","animal_parasite","animal_decomposer",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"6598","sp12740",12740,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Helvellaceae","Helvella","dryophila","ectomycorrhizal",NA,NA,NA,"apothecium_(hymenium_on_surface)","contact","/tuber-helvella"
"6599","sp12741",12741,"Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","hadriani","soil_saprotroph",NA,NA,NA,"phalloid",NA,NA
"6600","sp12742",12742,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","hungarica","litter_saprotroph",NA,NA,NA,NA,NA,NA
"6601","sp12749",12749,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","soil_saprotroph",NA,NA,NA,"none",NA,NA
"6602","sp12751",12751,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","kiliense","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"6603","sp12752",12752,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Mycoacia","uda","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6604","sp12754",12754,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Pseudoclitocybe","cyathiformis","litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6605","sp12756",12756,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","parvifructum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6606","sp12763",12763,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum",NA,"soil_saprotroph",NA,NA,NA,"none",NA,NA
"6607","sp12766",12766,"Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium",NA,"algal_parasite","plant_pathogen",NA,NA,"zoosporangium",NA,NA
"6608","sp12768",12768,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6609","sp12771",12771,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"6610","sp12774",12774,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema",NA,"soil_saprotroph",NA,NA,NA,"other",NA,NA
"6611","sp12776",12776,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","alkalinus","soil_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6612","sp12778",12778,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,"litter_saprotroph","foliar_endophyte",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6613","sp12779",12779,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","complicatum","wood_saprotroph",NA,"white_rot",NA,"polyporoid",NA,NA
"6614","sp12780",12780,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","capitata","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"6615","sp12782",12782,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","brinkmannii","litter_saprotroph",NA,NA,NA,"corticioid","medium-distance_fringe","/cantharellus"
"6616","sp12785",12785,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","terrestris","ectomycorrhizal",NA,NA,NA,"clavarioid","medium-distance_smooth","/tomentella-thelephora"
"6617","sp12787",12787,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium","bicolor","wood_saprotroph",NA,"white_rot",NA,"corticioid",NA,NA
"6618","sp12789",12789,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","sclerotigenum","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,NA,NA,NA
"6619","sp12790",12790,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","diffluens","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6620","sp12794",12794,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","jinanicus","animal_parasite","dung_saprotroph","keratinolytic",NA,"cleistothecium_(closed,_spherical)",NA,NA
"6621","sp12796",12796,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Incertomyces",NA,"unspecified_saprotroph","rock-inhabiting",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6622","sp12797",12797,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","soil_saprotroph",NA,NA,NA,"none",NA,NA
"6623","sp12803",12803,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"6624","sp12806",12806,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis","papyracea","wood_saprotroph",NA,"white_rot",NA,"polyporoid",NA,NA
"6625","sp12809",12809,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus","indicus","unspecified_saprotroph",NA,NA,NA,"none",NA,NA
"6626","sp12811",12811,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA,"wood_saprotroph","soil_saprotroph",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"6627","sp12812",12812,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","multicolor","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6628","sp12813",12813,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora",NA,"soil_saprotroph","root_endophyte_dark_septate",NA,NA,NA,NA,NA
"6629","sp12814",12814,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","columnaris","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6630","sp12815",12815,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Paramyrothecium",NA,"soil_saprotroph",NA,NA,NA,NA,NA,NA
"6631","sp12818",12818,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Pleuroflammula","pannonica","wood_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"6632","sp12819",12819,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6633","sp12820",12820,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA,"plant_pathogen",NA,NA,NA,NA,NA,NA
"6634","sp12821",12821,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Rosellinia","britannica","plant_pathogen","wood_saprotroph",NA,"angiosperms","perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6635","sp12825",12825,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"6636","sp12826",12826,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hydnangiaceae","Laccaria",NA,"ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/laccaria"
"6637","sp12828",12828,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"6638","sp12830",12830,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6639","sp12832",12832,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","sclerotiorum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6640","sp12835",12835,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","watticus","unspecified_saprotroph","foliar_endophyte",NA,NA,NA,NA,NA
"6641","sp12840",12840,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Purpureocillium","lavendulum","animal_parasite","animal_decomposer","keratinolytic",NA,NA,NA,NA
"6642","sp12841",12841,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaetopsis",NA,"wood_saprotroph",NA,"white_rot",NA,"polyporoid",NA,NA
"6643","sp12842",12842,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","fuckelii","litter_saprotroph","wood_saprotroph",NA,"mosses","apothecium_(hymenium_on_surface)",NA,NA
"6644","sp12844",12844,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","persicinum","unspecified_saprotroph","foliar_endophyte","soft_rot",NA,NA,NA,NA
"6645","sp12846",12846,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","chlamydosporus","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6646","sp12847",12847,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Chaetasbolisia","longiseta","litter_saprotroph",NA,NA,NA,NA,NA,NA
"6647","sp12848",12848,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria",NA,"plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"6648","sp12850",12850,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","ostianus","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"6649","sp12851",12851,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","dimennae","soil_saprotroph",NA,NA,NA,NA,NA,NA
"6650","sp12852",12852,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
